 本行信息时间(北京时间)     位置X(km,J2000)     位置Y(km,J2000)     位置Z(km,J2000)  速度VX(km/s,J2000)  速度VY(km/s,J2000)  速度VZ(km/s,J2000)    定轨或预报
2023-04-22B20:35:30.000        14480.884251       273321.616681       148259.114990        -0.185729512         0.637598547         0.330560228        1
2023-04-22B20:36: 0.000        14475.312351       273340.743012       148269.030909        -0.185730510         0.637490214         0.330501056        1
2023-04-22B20:36:30.000        14469.740421       273359.866094       148278.945054        -0.185731504         0.637381896         0.330441892        1
2023-04-22B20:37: 0.000        14464.168461       273378.985926       148288.857423        -0.185732493         0.637273593         0.330382736        1
2023-04-22B20:37:30.000        14458.596471       273398.102510       148298.768018        -0.185733477         0.637165304         0.330323588        1
2023-04-22B20:38: 0.000        14453.024452       273417.215845       148308.676838        -0.185734457         0.637057030         0.330264449        1
2023-04-22B20:38:30.000        14447.452404       273436.325932       148318.583885        -0.185735432         0.636948771         0.330205317        1
2023-04-22B20:39: 0.000        14441.880327       273455.432771       148328.489158        -0.185736402         0.636840527         0.330146194        1
2023-04-22B20:39:30.000        14436.308220       273474.536363       148338.392657        -0.185737368         0.636732297         0.330087078        1
2023-04-22B20:40: 0.000        14430.736084       273493.636709       148348.294382        -0.185738329         0.636624082         0.330027971        1
2023-04-22B20:40:30.000        14425.163920       273512.733808       148358.194335        -0.185739286         0.636515881         0.329968871        1
2023-04-22B20:41: 0.000        14419.591727       273531.827662       148368.092515        -0.185740238         0.636407696         0.329909780        1
2023-04-22B20:41:30.000        14414.019506       273550.918270       148377.988922        -0.185741185         0.636299525         0.329850697        1
2023-04-22B20:42: 0.000        14408.447256       273570.005634       148387.883557        -0.185742128         0.636191368         0.329791621        1
2023-04-22B20:42:30.000        14402.874978       273589.089752       148397.776419        -0.185743066         0.636083226         0.329732554        1
2023-04-22B20:43: 0.000        14397.302672       273608.170627       148407.667510        -0.185744000         0.635975099         0.329673495        1
2023-04-22B20:43:30.000        14391.730338       273627.248259       148417.556829        -0.185744929         0.635866987         0.329614443        1
2023-04-22B20:44: 0.000        14386.157977       273646.322647       148427.444377        -0.185745853         0.635758889         0.329555400        1
2023-04-22B20:44:30.000        14380.585587       273665.393792       148437.330153        -0.185746773         0.635650806         0.329496365        1
2023-04-22B20:45: 0.000        14375.013170       273684.461695       148447.214158        -0.185747688         0.635542738         0.329437338        1
2023-04-22B20:45:30.000        14369.440726       273703.526356       148457.096393        -0.185748599         0.635434684         0.329378319        1
2023-04-22B20:46: 0.000        14363.868254       273722.587776       148466.976858        -0.185749505         0.635326645         0.329319308        1
2023-04-22B20:46:30.000        14358.295756       273741.645955       148476.855552        -0.185750406         0.635218620         0.329260304        1
2023-04-22B20:47: 0.000        14352.723230       273760.700894       148486.732476        -0.185751303         0.635110610         0.329201309        1
2023-04-22B20:47:30.000        14347.150678       273779.752592       148496.607631        -0.185752195         0.635002615         0.329142322        1
2023-04-22B20:48: 0.000        14341.578098       273798.801051       148506.481015        -0.185753083         0.634894634         0.329083343        1
2023-04-22B20:48:30.000        14336.005493       273817.846270       148516.352631        -0.185753966         0.634786668         0.329024372        1
2023-04-22B20:49: 0.000        14330.432860       273836.888251       148526.222478        -0.185754845         0.634678716         0.328965409        1
2023-04-22B20:49:30.000        14324.860202       273855.926993       148536.090556        -0.185755718         0.634570780         0.328906454        1
2023-04-22B20:50: 0.000        14319.287517       273874.962498       148545.956865        -0.185756588         0.634462857         0.328847506        1
2023-04-22B20:50:30.000        14313.714807       273893.994765       148555.821406        -0.185757452         0.634354949         0.328788567        1
2023-04-22B20:51: 0.000        14308.142070       273913.023795       148565.684179        -0.185758312         0.634247056         0.328729636        1
2023-04-22B20:51:30.000        14302.569308       273932.049588       148575.545184        -0.185759168         0.634139178         0.328670713        1
2023-04-22B20:52: 0.000        14296.996520       273951.072146       148585.404422        -0.185760019         0.634031314         0.328611798        1
2023-04-22B20:52:30.000        14291.423707       273970.091467       148595.261892        -0.185760865         0.633923464         0.328552890        1
2023-04-22B20:53: 0.000        14285.850868       273989.107554       148605.117596        -0.185761707         0.633815629         0.328493991        1
2023-04-22B20:53:30.000        14280.278005       274008.120405       148614.971532        -0.185762544         0.633707809         0.328435100        1
2023-04-22B20:54: 0.000        14274.705116       274027.130022       148624.823702        -0.185763376         0.633600003         0.328376216        1
2023-04-22B20:54:30.000        14269.132202       274046.136406       148634.674105        -0.185764204         0.633492212         0.328317341        1
2023-04-22B20:55: 0.000        14263.559264       274065.139555       148644.522742        -0.185765028         0.633384435         0.328258473        1
