 本行信息时间(北京时间)      位置X(km,BCRS)      位置Y(km,BCRS)      位置Z(km,BCRS)   速度VX(km/s,BCRS)   速度VY(km/s,BCRS)   速度VZ(km/s,BCRS)    定轨或预报
2023-04-20B15:23: 0.000   -131900816.020313    -68313581.764377    -29573711.587780        15.551737977       -20.158688975        -8.264891375        1
2023-04-20B15:23:30.000   -131900349.557795    -68314186.608176    -29573959.585206        15.545771664       -20.164226249        -8.268267322        1
2023-04-20B15:24: 0.000   -131899883.273508    -68314791.617674    -29574207.683638        15.539855852       -20.169735726        -8.271625139        1
2023-04-20B15:24:30.000   -131899417.165945    -68315396.792043    -29574455.882534        15.533989903       -20.175217629        -8.274964987        1
2023-04-20B15:25: 0.000   -131898951.233621    -68316002.130459    -29574704.181359        15.528173193       -20.180672180        -8.278287023        1
2023-04-20B15:25:30.000   -131898485.475068    -68316607.632103    -29574952.579579        15.522405106       -20.186099595        -8.281591404        1
2023-04-20B15:26: 0.000   -131898019.888835    -68317213.296165    -29575201.076668        15.516685035       -20.191500093        -8.284878283        1
2023-04-20B15:26:30.000   -131897554.473491    -68317819.121841    -29575449.672103        15.511012386       -20.196873886        -8.288147814        1
2023-04-20B15:27: 0.000   -131897089.227623    -68318425.108333    -29575698.365365        15.505386575       -20.202221188        -8.291400147        1
2023-04-20B15:27:30.000   -131896624.149834    -68319031.254850    -29575947.155941        15.499807024       -20.207542207        -8.294635431        1
2023-04-20B15:28: 0.000   -131896159.238745    -68319637.560605    -29576196.043322        15.494273168       -20.212837154        -8.297853813        1
2023-04-20B15:28:30.000   -131895694.492993    -68320244.024820    -29576445.027002        15.488784449       -20.218106232        -8.301055439        1
2023-04-20B15:29: 0.000   -131895229.911232    -68320850.646722    -29576694.106482        15.483340321       -20.223349646        -8.304240453        1
2023-04-20B15:29:30.000   -131894765.492133    -68321457.425545    -29576943.281265        15.477940244       -20.228567599        -8.307408998        1
2023-04-20B15:30: 0.000   -131894301.234382    -68322064.360526    -29577192.550859        15.472583687       -20.233760289        -8.310561214        1
2023-04-20B15:30:30.000   -131893837.136682    -68322671.450911    -29577441.914776        15.467270129       -20.238927915        -8.313697239        1
2023-04-20B15:31: 0.000   -131893373.197750    -68323278.695952    -29577691.372533        15.461999058       -20.244070672        -8.316817213        1
2023-04-20B15:31:30.000   -131892909.416319    -68323886.094905    -29577940.923649        15.456769966       -20.249188755        -8.319921270        1
2023-04-20B15:32: 0.000   -131892445.791137    -68324493.647032    -29578190.567651        15.451582358       -20.254282356        -8.323009546        1
2023-04-20B15:32:30.000   -131891982.320967    -68325101.351603    -29578440.304066        15.446435744       -20.259351664        -8.326082172        1
2023-04-20B15:33: 0.000   -131891519.004587    -68325709.207891    -29578690.132426        15.441329642       -20.264396869        -8.329139281        1
2023-04-20B15:33:30.000   -131891055.840788    -68326317.215176    -29578940.052269        15.436263580       -20.269418156        -8.332181002        1
2023-04-20B15:34: 0.000   -131890592.828377    -68326925.372743    -29579190.063134        15.431237089       -20.274415710        -8.335207465        1
2023-04-20B15:34:30.000   -131890129.966172    -68327533.679883    -29579440.164565        15.426249711       -20.279389714        -8.338218795        1
2023-04-20B15:35: 0.000   -131889667.253007    -68328142.135892    -29579690.356111        15.421300994       -20.284340349        -8.341215120        1
2023-04-20B15:35:30.000   -131889204.687730    -68328750.740072    -29579940.637324        15.416390493       -20.289267793        -8.344196562        1
2023-04-20B15:36: 0.000   -131888742.269200    -68329359.491730    -29580191.007757        15.411517769       -20.294172225        -8.347163245        1
2023-04-20B15:36:30.000   -131888279.996290    -68329968.390177    -29580441.466972        15.406682391       -20.299053820        -8.350115290        1
2023-04-20B15:37: 0.000   -131887817.867887    -68330577.434732    -29580692.014530        15.401883934       -20.303912751        -8.353052818        1
2023-04-20B15:37:30.000   -131887355.882889    -68331186.624718    -29580942.649997        15.397121979       -20.308749191        -8.355975947        1
2023-04-20B15:38: 0.000   -131886894.040208    -68331795.959461    -29581193.372944        15.392396115       -20.313563310        -8.358884795        1
2023-04-20B15:38:30.000   -131886432.338766    -68332405.438295    -29581444.182943        15.387705935       -20.318355278        -8.361779478        1
2023-04-20B15:39: 0.000   -131885970.777499    -68333015.060558    -29581695.079572        15.383051040       -20.323125261        -8.364660112        1
2023-04-20B15:39:30.000   -131885509.355354    -68333624.825592    -29581946.062410        15.378431036       -20.327873424        -8.367526809        1
2023-04-20B15:40: 0.000   -131885048.071291    -68334234.732746    -29582197.131042        15.373845536       -20.332599933        -8.370379682        1
2023-04-20B15:40:30.000   -131884586.924281    -68334844.781373    -29582448.285054        15.369294156       -20.337304948        -8.373218842        1
2023-04-20B15:41: 0.000   -131884125.913305    -68335454.970830    -29582699.524037        15.364776522       -20.341988630        -8.376044401        1
2023-04-20B15:41:30.000   -131883665.037356    -68336065.300479    -29582950.847583        15.360292261       -20.346651139        -8.378856465        1
2023-04-20B15:42: 0.000   -131883204.295439    -68336675.769688    -29583202.255291        15.355841009       -20.351292633        -8.381655144        1
2023-04-20B15:42:30.000   -131882743.686569    -68337286.377829    -29583453.746759        15.351422405       -20.355913266        -8.384440542        1
2023-04-20B15:43: 0.000   -131882283.209772    -68337897.124277    -29583705.321591        15.347036095       -20.360513194        -8.387212767        1
2023-04-20B15:43:30.000   -131881822.864084    -68338508.008415    -29583956.979394        15.342681729       -20.365092570        -8.389971922        1
2023-04-20B15:44: 0.000   -131881362.648552    -68339119.029627    -29584208.719777        15.338358962       -20.369651545        -8.392718110        1
2023-04-20B15:44:30.000   -131880902.562233    -68339730.187305    -29584460.542352        15.334067456       -20.374190268        -8.395451433        1
2023-04-20B15:45: 0.000   -131880442.604195    -68340341.480842    -29584712.446735        15.329806875       -20.378708890        -8.398171991        1
2023-04-20B15:45:30.000   -131879982.773515    -68340952.909639    -29584964.432545        15.325576890       -20.383207556        -8.400879886        1
2023-04-20B15:46: 0.000   -131879523.069279    -68341564.473098    -29585216.499403        15.321377176       -20.387686412        -8.403575215        1
2023-04-20B15:46:30.000   -131879063.490585    -68342176.170627    -29585468.646933        15.317207411       -20.392145603        -8.406258077        1
2023-04-20B15:47: 0.000   -131878604.036538    -68342788.001639    -29585720.874764        15.313067281       -20.396585271        -8.408928567        1
2023-04-20B15:47:30.000   -131878144.706255    -68343399.965549    -29585973.182525        15.308956473       -20.401005559        -8.411586782        1
2023-04-20B15:48: 0.000   -131877685.498860    -68344012.061780    -29586225.569849        15.304874680       -20.405406606        -8.414232817        1
2023-04-20B15:48:30.000   -131877226.413487    -68344624.289755    -29586478.036373        15.300821601       -20.409788550        -8.416866764        1
2023-04-20B15:49: 0.000   -131876767.449279    -68345236.648903    -29586730.581735        15.296796936       -20.414151530        -8.419488717        1
2023-04-20B15:49:30.000   -131876308.605390    -68345849.138658    -29586983.205577        15.292800390       -20.418495682        -8.422098767        1
2023-04-20B15:50: 0.000   -131875849.880978    -68346461.758457    -29587235.907543        15.288831675       -20.422821140        -8.424697005        1
2023-04-20B15:50:30.000   -131875391.275214    -68347074.507741    -29587488.687280        15.284890503       -20.427128038        -8.427283521        1
2023-04-20B15:51: 0.000   -131874932.787275    -68347687.385955    -29587741.544438        15.280976592       -20.431416508        -8.429858404        1
2023-04-20B15:51:30.000   -131874474.416348    -68348300.392548    -29587994.478669        15.277089663       -20.435686681        -8.432421741        1
2023-04-20B15:52: 0.000   -131874016.161628    -68348913.526974    -29588247.489628        15.273229443       -20.439938687        -8.434973620        1
2023-04-20B15:52:30.000   -131873558.022317    -68349526.788689    -29588500.576972        15.269395660       -20.444172655        -8.437514127        1
2023-04-20B15:53: 0.000   -131873099.997627    -68350140.177154    -29588753.740362        15.265588048       -20.448388711        -8.440043347        1
2023-04-20B15:53:30.000   -131872642.086775    -68350753.691834    -29589006.979461        15.261806342       -20.452586982        -8.442561365        1
2023-04-20B15:54: 0.000   -131872184.288990    -68351367.332197    -29589260.293933        15.258050282       -20.456767593        -8.445068263        1
2023-04-20B15:54:30.000   -131871726.603505    -68351981.097714    -29589513.683446        15.254319613       -20.460930668        -8.447564125        1
2023-04-20B15:55: 0.000   -131871269.029562    -68352594.987863    -29589767.147671        15.250614081       -20.465076329        -8.450049033        1
2023-04-20B15:55:30.000   -131870811.566411    -68353209.002121    -29590020.686280        15.246933437       -20.469204697        -8.452523067        1
2023-04-20B15:56: 0.000   -131870354.213309    -68353823.139973    -29590274.298947        15.243277434       -20.473315893        -8.454986308        1
2023-04-20B15:56:30.000   -131869896.969521    -68354437.400904    -29590527.985351        15.239645829       -20.477410036        -8.457438835        1
2023-04-20B15:57: 0.000   -131869439.834318    -68355051.784406    -29590781.745171        15.236038382       -20.481487244        -8.459880726        1
2023-04-20B15:57:30.000   -131868982.806979    -68355666.289971    -29591035.578089        15.232454857       -20.485547634        -8.462312060        1
2023-04-20B15:58: 0.000   -131868525.886789    -68356280.917097    -29591289.483790        15.228895021       -20.489591322        -8.464732913        1
2023-04-20B15:58:30.000   -131868069.073043    -68356895.665284    -29591543.461960        15.225358642       -20.493618422        -8.467143361        1
2023-04-20B15:59: 0.000   -131867612.365039    -68357510.534037    -29591797.512288        15.221845493       -20.497629049        -8.469543480        1
