 本行信息时间(北京时间)     位置X(km,WGS84)     位置Y(km,WGS84)     位置Z(km,WGS84)  速度VX(km/s,WGS84)  速度VY(km/s,WGS84)  速度VZ(km/s,WGS84)    定轨或预报
2023-04-25B12:17:30.000      -368383.317560        22174.358977       195234.064424         0.649499379        26.072069509         0.489499484        1
2023-04-25B12:18: 0.000      -368362.998322        22956.528428       195248.747021         0.705118028        26.072548025         0.489340975        1
2023-04-25B12:18:30.000      -368341.010459        23738.710454       195263.424867         0.760740916        26.072907837         0.489182780        1
2023-04-25B12:19: 0.000      -368317.353850        24520.901494       195278.097973         0.816367792        26.073148931         0.489024897        1
2023-04-25B12:19:30.000      -368292.028378        25303.097986       195292.766347         0.871998406        26.073271291         0.488867326        1
2023-04-25B12:20: 0.000      -368265.033935        26085.296368       195307.429998         0.927632509        26.073274903         0.488710066        1
2023-04-25B12:20:30.000      -368236.370420        26867.493076       195322.088936         0.983269850        26.073159752         0.488553115        1
2023-04-25B12:21: 0.000      -368206.037740        27649.684548       195336.743170         1.038910179        26.072925825         0.488396473        1
2023-04-25B12:21:30.000      -368174.035808        28431.867221       195351.392709         1.094553246        26.072573110         0.488240137        1
2023-04-25B12:22: 0.000      -368140.364546        29214.037531       195366.037563         1.150198801        26.072101594         0.488084107        1
2023-04-25B12:22:30.000      -368105.023884        29996.191912       195380.677741         1.205846592        26.071511264         0.487928382        1
2023-04-25B12:23: 0.000      -368068.013758        30778.326802       195395.313252         1.261496371        26.070802110         0.487772961        1
2023-04-25B12:23:30.000      -368029.334112        31560.438634       195409.944104         1.317147885        26.069974120         0.487617843        1
2023-04-25B12:24: 0.000      -367988.984898        32342.523844       195424.570307         1.372800886        26.069027285         0.487463025        1
2023-04-25B12:24:30.000      -367946.966075        33124.578867       195439.191871         1.428455121        26.067961594         0.487308509        1
2023-04-25B12:25: 0.000      -367903.277610        33906.600135       195453.808803         1.484110341        26.066777038         0.487154291        1
2023-04-25B12:25:30.000      -367857.919476        34688.584084       195468.421113         1.539766295        26.065473609         0.487000372        1
2023-04-25B12:26: 0.000      -367810.891657        35470.527147       195483.028811         1.595422732        26.064051297         0.486846750        1
2023-04-25B12:26:30.000      -367762.194140        36252.425757       195497.631904         1.651079400        26.062510096         0.486693424        1
2023-04-25B12:27: 0.000      -367711.826924        37034.276348       195512.230401         1.706736051        26.060849999         0.486540393        1
2023-04-25B12:27:30.000      -367659.790011        37816.075352       195526.824312         1.762392431        26.059070998         0.486387655        1
2023-04-25B12:28: 0.000      -367606.083415        38597.819202       195541.413646         1.818048291        26.057173087         0.486235211        1
2023-04-25B12:28:30.000      -367550.707154        39379.504332       195555.998410         1.873703380        26.055156262         0.486083058        1
2023-04-25B12:29: 0.000      -367493.661255        40161.127173       195570.578614         1.929357446        26.053020516         0.485931197        1
2023-04-25B12:29:30.000      -367434.945753        40942.684158       195585.154267         1.985010239        26.050765846         0.485779624        1
2023-04-25B12:30: 0.000      -367374.560689        41724.171719       195599.725377         2.040661506        26.048392246         0.485628341        1
2023-04-25B12:30:30.000      -367312.506114        42505.586288       195614.291953         2.096310998        26.045899715         0.485477345        1
2023-04-25B12:31: 0.000      -367248.782084        43286.924297       195628.854003         2.151958463        26.043288248         0.485326636        1
2023-04-25B12:31:30.000      -367183.388664        44068.182178       195643.411536         2.207603649        26.040557844         0.485176212        1
2023-04-25B12:32: 0.000      -367116.325926        44849.356363       195657.964561         2.263246306        26.037708501         0.485026072        1
2023-04-25B12:32:30.000      -367047.593949        45630.443283       195672.513085         2.318886182        26.034740216         0.484876216        1
2023-04-25B12:33: 0.000      -366977.192821        46411.439371       195687.057119         2.374523026        26.031652990         0.484726643        1
2023-04-25B12:33:30.000      -366905.122637        47192.341058       195701.596669         2.430156586        26.028446821         0.484577351        1
2023-04-25B12:34: 0.000      -366831.383498        47973.144776       195716.131745         2.485786611        26.025121711         0.484428340        1
2023-04-25B12:34:30.000      -366755.975516        48753.846956       195730.662355         2.541412849        26.021677660         0.484279608        1
2023-04-25B12:35: 0.000      -366678.898806        49534.444031       195745.188507         2.597035050        26.018114669         0.484131154        1
2023-04-25B12:35:30.000      -366600.153494        50314.932432       195759.710209         2.652652961        26.014432740         0.483982978        1
2023-04-25B12:36: 0.000      -366519.739713        51095.308591       195774.227470         2.708266331        26.010631875         0.483835079        1
2023-04-25B12:36:30.000      -366437.657602        51875.568941       195788.740299         2.763874909        26.006712078         0.483687455        1
2023-04-25B12:37: 0.000      -366353.907308        52655.709912       195803.248703         2.819478442        26.002673351         0.483540106        1
2023-04-25B12:37:30.000      -366268.488988        53435.727938       195817.752690         2.875076680        25.998515699         0.483393030        1
2023-04-25B12:38: 0.000      -366181.402804        54215.619450       195832.252269         2.930669371        25.994239125         0.483246227        1
2023-04-25B12:38:30.000      -366092.648925        54995.380882       195846.747449         2.986256263        25.989843636         0.483099695        1
2023-04-25B12:39: 0.000      -366002.227530        55775.008665       195861.238236         3.041837104        25.985329236         0.482953434        1
2023-04-25B12:39:30.000      -365910.138804        56554.499232       195875.724640         3.097411643        25.980695932         0.482807443        1
2023-04-25B12:40: 0.000      -365816.382940        57333.849017       195890.206668         3.152979628        25.975943730         0.482661721        1
2023-04-25B12:40:30.000      -365720.960137        58113.054453       195904.684328         3.208540808        25.971072637         0.482516267        1
2023-04-25B12:41: 0.000      -365623.870605        58892.111973       195919.157629         3.264094930        25.966082660         0.482371079        1
2023-04-25B12:41:30.000      -365525.114559        59671.018010       195933.626578         3.319641743        25.960973809         0.482226157        1
